index,fullpathname,classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
0,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\AuthType.java,AuthType,33,6,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
1,new_version\k9mail-library\src\main\java\com\fsck\k9\mailstore\BinaryMemoryBody.java,BinaryMemoryBody,46,2,5,1,3,FALSE,FALSE,3,FALSE,FALSE,0,2,8,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,5,0,0,FALSE,Information Holder
2,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Address.java,Address,331,4,17,2,3,FALSE,FALSE,1,FALSE,FALSE,29,11,15,22,FALSE,FALSE,FALSE,TRUE,FALSE,public,16,0,0,FALSE,Service Provider
3,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Authentication.java,Authentication,94,2,3,0,0,FALSE,FALSE,1,FALSE,FALSE,1,8,4,3,FALSE,FALSE,FALSE,TRUE,FALSE,public,3,0,0,FALSE,Service Provider
4,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\AuthenticationFailedException.java,AuthenticationFailedException,12,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
5,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Body.java,Body,24,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
6,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\BodyFactory.java,BodyFactory,8,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
7,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\BodyPart.java,BodyPart,25,2,4,2,2,FALSE,FALSE,2,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,4,0,0,TRUE,Information Holder
8,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\BoundaryGenerator.java,BoundaryGenerator,41,4,2,0,1,FALSE,FALSE,2,TRUE,FALSE,0,0,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Service Provider
9,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\CertificateChainException.java,CertificateChainException,27,2,2,1,1,FALSE,FALSE,3,FALSE,FALSE,0,1,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Information Holder
10,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\CertificateValidationException.Reason.java,Reason,5,5,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
11,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\CertificateValidationException.java,CertificateValidationException,124,5,5,0,3,FALSE,FALSE,3,FALSE,FALSE,3,0,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,public,4,1,0,FALSE,Information Holder
12,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\ConnectionSecurity.java,ConnectionSecurity,6,3,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
13,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\DefaultBodyFactory.java,DefaultBodyFactory,41,0,2,0,0,FALSE,FALSE,3,FALSE,FALSE,2,5,8,2,FALSE,FALSE,FALSE,TRUE,FALSE,public,1,0,1,FALSE,Service Provider
14,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\FetchProfile.Item.java,Item,47,5,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
15,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\FetchProfile.java,FetchProfile,26,1,0,0,0,FALSE,TRUE,2,FALSE,FALSE,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
16,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Flag.java,Flag,64,15,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
17,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Folder.FolderClass.java,FolderClass,5,5,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
18,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Folder.FolderType.java,FolderType,5,2,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
19,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Folder.java,Folder,208,5,23,3,8,FALSE,FALSE,1,TRUE,FALSE,0,22,6,3,FALSE,FALSE,FALSE,TRUE,FALSE,public,23,0,0,TRUE,Structurer
20,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\K9MailLib.DebugStatus.java,DebugStatus,6,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,public,0,0,0,FALSE,Information Holder
21,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\K9MailLib.DefaultDebugStatus.java,DefaultDebugStatus,25,2,4,2,0,FALSE,FALSE,3,FALSE,FALSE,0,2,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,4,0,0,FALSE,Information Holder
22,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\K9MailLib.WritableDebugStatus.java,WritableDebugStatus,6,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,private,0,0,0,FALSE,Information Holder
23,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\K9MailLib.java,K9MailLib,67,7,5,3,0,FALSE,FALSE,3,FALSE,FALSE,3,3,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,public,5,0,0,FALSE,Information Holder
24,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Message.RecipientType.java,RecipientType,5,6,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
25,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Message.java,Message,237,4,17,5,4,FALSE,FALSE,1,FALSE,FALSE,5,13,9,6,FALSE,FALSE,FALSE,TRUE,FALSE,public,16,0,1,TRUE,Structurer
26,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\MessageRetrievalListener.java,MessageRetrievalListener,11,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Structurer
27,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\MessagingException.java,MessagingException,34,2,2,1,0,FALSE,FALSE,2,FALSE,FALSE,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Information Holder
28,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Multipart.java,Multipart,68,2,8,3,4,FALSE,FALSE,1,FALSE,FALSE,3,5,6,3,FALSE,FALSE,FALSE,TRUE,FALSE,public,8,0,0,TRUE,Structurer
29,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\NetworkType.java,NetworkType,25,3,1,0,0,FALSE,FALSE,2,FALSE,FALSE,1,1,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,public,1,0,0,FALSE,Information Holder
30,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Part.java,Part,43,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
31,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\PushReceiver.java,PushReceiver,18,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
32,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Pusher.java,Pusher,15,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
33,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\ServerSettings.Type.java,Type,37,6,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,2,FALSE,FALSE,TRUE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
34,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\ServerSettings.java,ServerSettings,217,9,5,0,1,FALSE,FALSE,2,FALSE,FALSE,2,6,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,public,4,0,1,FALSE,Information Holder
35,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Store.java,Store,50,0,8,0,1,FALSE,FALSE,1,FALSE,FALSE,0,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,8,0,0,TRUE,Information Holder
36,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\Transport.java,Transport,14,2,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,TRUE,Service Provider
37,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\TransportProvider.java,TransportProvider,29,1,2,0,2,FALSE,FALSE,2,TRUE,FALSE,1,2,6,1,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Service Provider
38,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\TransportUris.java,TransportUris,227,0,8,0,0,FALSE,FALSE,2,FALSE,FALSE,10,8,7,10,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,6,0,FALSE,Service Provider
39,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\WebDavTransport.java,WebDavTransport,39,1,3,0,0,FALSE,FALSE,3,FALSE,FALSE,2,1,9,4,FALSE,FALSE,FALSE,TRUE,FALSE,public,3,0,0,FALSE,Service Provider
40,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\EnhancedNegativeSmtpReplyException.java,EnhancedNegativeSmtpReplyException,16,3,0,0,0,FALSE,FALSE,5,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
41,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\NegativeSmtpReplyException.java,NegativeSmtpReplyException,40,3,4,0,2,FALSE,FALSE,4,FALSE,FALSE,0,3,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,2,2,0,FALSE,Information Holder
42,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\SmtpTransport.CommandResponse.java,CommandResponse,14,2,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,private,0,0,0,FALSE,Information Holder
43,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\SmtpTransport.java,SmtpTransport,819,19,26,0,1,FALSE,FALSE,2,FALSE,FALSE,54,28,50,44,FALSE,FALSE,FALSE,TRUE,FALSE,public,3,22,1,FALSE,Service Provider
44,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\StatusCodeClass.java,StatusCodeClass,24,4,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,default,0,0,0,FALSE,Information Holder
45,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\StatusCodeDetail.java,StatusCodeDetail,78,51,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,2,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,default,1,0,0,FALSE,Information Holder
46,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\transport\smtp\StatusCodeSubject.java,StatusCodeSubject,29,9,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,default,0,0,0,FALSE,Information Holder
47,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\RemoteStore.java,RemoteStore,137,5,4,0,1,FALSE,FALSE,2,FALSE,FALSE,8,5,15,3,FALSE,FALSE,FALSE,TRUE,FALSE,public,4,0,0,TRUE,Structurer
48,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\StoreConfig.java,StoreConfig,34,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Information Holder
49,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\ConnectionInfo.java,ConnectionInfo,11,4,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
50,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\DataSet.java,DataSet,202,3,9,0,7,FALSE,FALSE,2,FALSE,FALSE,8,2,10,14,FALSE,FALSE,FALSE,TRUE,FALSE,default,9,0,0,FALSE,Structurer
51,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\HttpGeneric.java,HttpGeneric,82,1,2,1,1,FALSE,FALSE,2,FALSE,FALSE,4,1,7,2,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Information Holder
52,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\ParsedMessageEnvelope.java,ParsedMessageEnvelope,69,5,7,2,4,FALSE,FALSE,3,FALSE,FALSE,2,4,5,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,7,0,0,FALSE,Structurer
53,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavConstants.java,WebDavConstants,24,11,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
54,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavFolder.java,WebDavFolder,712,6,37,3,12,FALSE,FALSE,3,TRUE,FALSE,41,45,32,72,FALSE,FALSE,FALSE,TRUE,FALSE,default,26,10,1,FALSE,Service Provider
55,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavHandler.java,WebDavHandler,51,2,6,0,1,FALSE,FALSE,3,TRUE,FALSE,1,10,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,default,6,0,0,FALSE,Structurer
56,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavHttpClient.WebDavHttpClientFactory.java,WebDavHttpClientFactory,11,0,1,0,0,FALSE,FALSE,5,FALSE,FALSE,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,public,1,0,0,FALSE,Service Provider
57,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavHttpClient.java,WebDavHttpClient,63,0,3,0,1,FALSE,FALSE,4,FALSE,FALSE,4,4,11,3,FALSE,FALSE,FALSE,TRUE,FALSE,public,3,0,0,FALSE,Service Provider
58,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavMessage.java,WebDavMessage,110,1,7,5,1,FALSE,FALSE,3,FALSE,FALSE,5,8,10,4,FALSE,FALSE,FALSE,TRUE,FALSE,default,7,0,0,FALSE,Service Provider
59,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavSocketFactory.java,WebDavSocketFactory,70,2,4,0,0,FALSE,FALSE,4,FALSE,FALSE,0,11,14,3,FALSE,FALSE,FALSE,TRUE,FALSE,public,4,0,0,FALSE,Service Provider
60,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavStore.java,WebDavStore,998,19,39,0,22,FALSE,FALSE,3,FALSE,FALSE,66,34,47,58,FALSE,FALSE,FALSE,TRUE,FALSE,public,14,12,1,FALSE,Information Holder
61,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavStoreSettings.java,WebDavStoreSettings,54,8,2,0,1,FALSE,FALSE,4,FALSE,FALSE,0,1,5,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Information Holder
62,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavStoreUriCreator.java,WebDavStoreUriCreator,60,0,1,0,0,FALSE,FALSE,5,TRUE,FALSE,2,1,6,2,FALSE,FALSE,FALSE,TRUE,FALSE,public,1,0,0,FALSE,Service Provider
63,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\webdav\WebDavStoreUriDecoder.java,WebDavStoreUriDecoder,110,0,1,0,0,FALSE,FALSE,5,TRUE,FALSE,10,1,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,public,1,0,0,FALSE,Service Provider
64,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\pop3\Pop3Store.Pop3Capabilities.java,Pop3Capabilities,25,6,1,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,3,0,TRUE,FALSE,TRUE,TRUE,FALSE,default,1,0,0,FALSE,Service Provider
65,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\pop3\Pop3Store.Pop3ErrorResponse.java,Pop3ErrorResponse,13,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,3,0,TRUE,FALSE,TRUE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
66,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\pop3\Pop3Store.Pop3Folder.java,Pop3Folder,921,8,40,2,9,FALSE,FALSE,2,TRUE,FALSE,78,38,24,65,FALSE,FALSE,TRUE,TRUE,FALSE,default,24,16,0,FALSE,Controller
67,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\pop3\Pop3Store.Pop3Message.java,Pop3Message,38,0,3,2,0,FALSE,FALSE,2,FALSE,FALSE,0,4,5,0,TRUE,FALSE,TRUE,TRUE,FALSE,default,3,0,0,FALSE,Service Provider
68,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\pop3\Pop3Store.Pop3ResponseInputStream.java,Pop3ResponseInputStream,35,3,1,0,0,FALSE,FALSE,4,FALSE,FALSE,3,0,3,3,TRUE,FALSE,TRUE,TRUE,FALSE,default,1,0,0,FALSE,Service Provider
69,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\pop3\Pop3Store.java,Pop3Store,276,29,6,0,2,FALSE,FALSE,2,FALSE,FALSE,10,4,13,14,FALSE,FALSE,FALSE,TRUE,FALSE,public,6,0,0,FALSE,Service Provider
70,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\AlertResponse.java,AlertResponse,24,1,1,0,1,FALSE,FALSE,2,FALSE,FALSE,2,1,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,default,1,0,0,FALSE,Service Provider
71,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\Capabilities.java,Capabilities,16,13,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
72,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\CapabilityResponse.java,CapabilityResponse,62,1,3,0,1,FALSE,FALSE,2,FALSE,FALSE,4,2,6,4,FALSE,FALSE,FALSE,TRUE,FALSE,default,2,0,0,FALSE,Service Provider
73,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\Commands.java,Commands,20,17,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
74,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\FetchBodyCallback.java,FetchBodyCallback,33,1,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,2,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,default,1,0,0,FALSE,Service Provider
75,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\FetchPartCallback.java,FetchPartCallback,32,2,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,2,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,default,1,0,0,FALSE,Coordinator
76,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\FolderNameCodec.java,FolderNameCodec,41,2,3,0,0,FALSE,FALSE,3,FALSE,FALSE,0,2,7,3,FALSE,FALSE,FALSE,TRUE,FALSE,default,3,0,0,FALSE,Service Provider
77,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\IdGrouper.ContiguousIdGroup.java,ContiguousIdGroup,22,2,1,0,0,FALSE,FALSE,3,FALSE,FALSE,1,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,default,1,0,0,FALSE,Information Holder
78,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\IdGrouper.GroupedIds.java,GroupedIds,19,2,0,0,0,FALSE,FALSE,2,FALSE,FALSE,1,0,2,1,TRUE,FALSE,TRUE,TRUE,FALSE,default,0,0,0,FALSE,Information Holder
79,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\IdGrouper.java,IdGrouper,61,0,1,0,0,FALSE,FALSE,2,TRUE,FALSE,6,1,6,7,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Structurer
80,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapCommandSplitter.java,ImapCommandSplitter,65,0,1,0,0,FALSE,FALSE,3,TRUE,FALSE,4,4,6,13,FALSE,FALSE,FALSE,TRUE,FALSE,default,0,0,0,FALSE,Structurer
81,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapConnection.java,ImapConnection,887,19,57,3,3,FALSE,FALSE,2,FALSE,FALSE,54,31,50,106,FALSE,FALSE,FALSE,TRUE,FALSE,default,13,37,4,FALSE,Service Provider
82,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapFolder.java,ImapFolder,1433,14,53,2,19,FALSE,FALSE,2,TRUE,FALSE,114,69,34,135,FALSE,FALSE,FALSE,TRUE,FALSE,default,29,15,9,FALSE,Structurer
83,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapFolderPusher.IdleStopper.java,IdleStopper,41,2,4,0,0,FALSE,FALSE,2,TRUE,FALSE,2,1,2,1,TRUE,FALSE,TRUE,TRUE,FALSE,private,3,1,0,FALSE,Service Provider
84,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapFolderPusher.PushRunnable.java,PushRunnable,583,3,23,1,4,FALSE,FALSE,2,FALSE,FALSE,61,17,17,84,FALSE,FALSE,TRUE,TRUE,FALSE,private,2,21,0,FALSE,Controller
85,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapFolderPusher.java,ImapFolderPusher,120,12,5,0,0,FALSE,FALSE,3,TRUE,FALSE,8,2,13,11,FALSE,FALSE,FALSE,TRUE,FALSE,default,3,1,1,FALSE,Controller
86,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapList.java,ImapList,143,5,18,0,13,FALSE,TRUE,2,FALSE,FALSE,5,18,7,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,15,3,0,FALSE,Structurer
87,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapMessage.java,ImapMessage,34,0,4,3,0,FALSE,FALSE,2,FALSE,FALSE,0,6,5,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,4,0,0,FALSE,Structurer
88,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapPushState.java,ImapPushState,42,4,3,0,0,FALSE,FALSE,3,FALSE,FALSE,1,1,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,default,2,0,0,FALSE,Service Provider
89,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapPusher.java,ImapPusher,99,4,8,1,2,FALSE,FALSE,2,TRUE,FALSE,2,3,6,11,FALSE,FALSE,FALSE,TRUE,FALSE,default,6,0,0,FALSE,Service Provider
90,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapResponse.java,ImapResponse,62,4,9,1,2,FALSE,FALSE,2,FALSE,FALSE,0,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,default,9,0,0,FALSE,Information Holder
91,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapResponseCallback.java,ImapResponseCallback,23,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,default,0,0,0,FALSE,Service Provider
92,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapResponseParser.java,ImapResponseParser,486,3,29,0,0,FALSE,FALSE,3,TRUE,FALSE,33,24,9,35,FALSE,FALSE,FALSE,TRUE,FALSE,default,3,25,0,FALSE,Service Provider
93,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapResponseParserException.java,ImapResponseParserException,6,0,0,0,0,FALSE,FALSE,4,FALSE,FALSE,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
94,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapSearcher.java,ImapSearcher,10,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,default,0,0,0,FALSE,Service Provider
95,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapSettings.java,ImapSettings,38,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,default,0,0,0,FALSE,Information Holder
96,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapStore.StoreImapSettings.java,StoreImapSettings,85,0,14,3,10,FALSE,FALSE,3,FALSE,FALSE,0,4,3,0,FALSE,FALSE,TRUE,TRUE,FALSE,private,14,0,0,FALSE,Information Holder
97,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapStore.java,ImapStore,400,16,21,0,9,FALSE,FALSE,2,FALSE,FALSE,24,10,26,35,FALSE,FALSE,FALSE,TRUE,FALSE,public,10,3,0,FALSE,Structurer
98,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapStoreSettings.java,ImapStoreSettings,52,4,2,0,1,FALSE,FALSE,3,FALSE,FALSE,0,1,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,public,2,0,0,FALSE,Information Holder
99,new_version\k9mail-library\src\main\java\com\fsck\k9\mail\store\imap\ImapStoreUriCreator.java,ImapStoreUriCreator,69,0,1,0,0,FALSE,FALSE,4,TRUE,FALSE,3,1,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,default,1,0,0,FALSE,Service Provider
